title,author,description,genre
Requiem for a broken dream,Lori C. Hawkins,"Screenwriter Nick Conte left sleepy Sweetwater Springs for the glitz and glamor of Hollywood only to be crushed by the reality of tourist traps, fast-food joints, and disappointed dreamers. Serving coffee by day and toiling away on scripts at night, Nick is busy but comfortable until his neighbor, wannabe actor Dean Winship, stumbles into his apartment and his life. As their friendship and their careers take off, Nick decides he wants more, but Dean puts him off, saying only that his life is too complicated already. When faded actor Stone Carter makes an offer for Nick's screenplay, ""complicated"" doesn't begin to cover it. Carter's offer comes with some bizarre conditions, but if Nick wants to achieve his dreams, he can't turn it down--a fact he may not live to regret.",science_fiction
"Star wars, episode I, watch out, Jar Jar!",Kerry Milliron,"Jar Jar Binks, a clumsy Gungan, helps fight against the Trade Federation and becomes a hero.",science_fiction
"Star wars, episode I, Jar Jar Binks!",Kerry Milliron,"Jar Jar Binks is a Gungan, who happens to be clumsy.  He helps fight against the Trade Federation and becomes a hero.",science_fiction
The space ship in the park.,Louis Slobodkin,Two boys blast off in a space ship disguised as an ice cream cart to help their friend from the planet Martinea search for a new source of Secret Power Z.,science_fiction
Space cowboy,Justin Stanchfield,Teenage cowboy Travis McClure is desperate for adventure. He's bored with life on the remote planet of Aletha Three where he herds cattle all day. But everything changes when he comes face-to-face with a creature that should only exist in nightmares.,science_fiction
Follow a shadow,Robert E. Swindells,"Headed for trouble with drugs and alcohol, a boy who longs to escape his unexciting world discovers a mysterious portrait of a man much like himself, and subsequently becomes involved in a chain of events that change his life forever.",science_fiction
Bored Bill,Liz Pichon,"Bill, a very bored dog who resists taking part in his busy owner's many activities, has a major attitude change after his unexpected visit to a planet populated by bored aliens.",science_fiction
Transformers,S. G. Wilkens,"Dueling factions of an alien race, the Autobots and the Decepticons, descend upon Earth in search of the one thing that can keep their race alive-the Allspark. With the United States government involved, it takes a battle with both humans and machines to decide the fate of humankind-and-robots-once and for all.",science_fiction
Prism,Faye Kellerman,"California high school students Kaida, Zeke, and Joy fall into a parallel universe in which all resembles their normal lives except that there is no medicine nor health care, which could mean big trouble for Joy, whose arm was injured in the accident that started their troubles.",science_fiction
Mothstorm,Philip Reeve,"Reports of a strange phenomenon at the fringe of the galaxy and its connection to one of Father's old friends send the entire Mumby family, accompanied by Jack and other friends, to a far-off planet where they must find a way to prevent a new invasion of the solar system by giant moths.",science_fiction
The destiny of Linus Hoppe,Anne-Laure Bondoux,"In an utopian world, fourteen-year-old Linus, who is approaching the test that will determine which Realm he will be living in, rejects the accepted way of life and ventures to change his destiny.",science_fiction
My robot buddy,Alfred Slote,"For his tenth birthday, Jack wants a robot so he'll have someone to play with.",science_fiction
The danger quotient,Annabel Johnson,"A super-genius in a small underground colony of survivors of nuclear war, eighteen-year-old Casey risks journeying back to the twentieth century to discover why the survivors are dying and how he can save them all.",science_fiction
Infinity beach,Jack McDevitt,"When ""something"" is brought back from a space exploration expedition, ""something"" now threatens them all. A gripping ""first contact"" thriller from one of science fiction's brightest talents, the acclaimed author of ""Moonfall"" and ""Ancient Shores.""",science_fiction
Hell's gate,David Weber,"The vast Union of Arcana has expanded its wealth and power by laying claim to one uninhabited planet after another through the portals linking parallel universes, until they discover a new portal that leads to another human society, Sharona.",science_fiction
1636,Eric Flint,"""1636. The United States of Europe, the new nation formed by an alliance between the Swedish King Gustavus Adolphus and the West Virginians hurled back in time, is on the verge of civil war. His brain injured, Gustavus is no longer in command. Swedish chancellor Oxenstierna, a leader of aristocratic reaction against democracy, is gathering the forces of the hidebound ruling class to drown the revolution in a bloodbath. In Magdeburg, the capital of the USE, Mike Stearns' wife Rebecca Abrabanel is organizing popular resistance to Oxenstierna's plot. Princess Kristina, heir to the USE's throne, is now residing in Magdeburg and is giving them her full support. But another plot is underway--one in the heart of the capital itself, and with murder as its method""--",science_fiction
The Cusanus game,Wolfgang Jeschke,"""Biologist Domenica Ligrina fears her planet is dying. She might be right. An atomic disaster in Germany has contaminated Northern Europe with radioactivity. Economic and political calamities are destroying the whole planet. Human DNA is mutating, plant species are going extinct, and scientists are feverishly working on possible solutions. It becomes increasingly apparent that the key to future salvation lies in the past. In 2052 a secret research facility in the Vatican is recruiting scientists for a mission to restore the flora of the irradiated territories. The institute claims to have time travel. When Domenica's sometime-lover tells her that he knows her future but that she must decide her own fate, she enlists despite his ambiguous warning. The Middle Ages hold Domenica spellbound. She immerses herself in the mysteries, puzzles, and peculiarities of a culture foreign to her, though she risks changing the past with effects far more disastrous than radiation poisoning. Perhaps there is more than one Domenica, and more than one catastrophe""--",science_fiction
Aerostar and the 3 1/2-point plan of vengeance,"Nelson, Peter","""Herbert, Alex, and Sammie are pretty sure their adventures in the future are over until they meet their greatest villain yet: Sammie's future self, AeroStar, a power-mad tyrant who wants revenge. It's up to our heroes to once again don the mantle of the AlienSlayers and somehow try to save the past, present, and the future from total annihilation""--",science_fiction
"Hello, Nebulon!",Ray O'Ryan,"Moving from Earth to the futuristic planet Nebulon in 2120, eight-year-old Zack is nervous about starting school and meeting people.",science_fiction
Parnucklian for chocolate,B. H. James,"As a small child, Josiah believed that his father&#x2019;s absence could be explained by the simple fact that he was a high ranking alien official on the planet Parnuckle. It explained so much else, too, like why Josiah should eat nothing but chocolate (Parnucklians eat nothing but chocolate), and why he should be proud of and idolize his father, the Keymaster of Gozer, even though they&#x2019;d never met. But as time goes on and the gaps in this mythology widen, Josiah is faced with two possibilities: either it&#x2019;s all very real or it&#x2019;s all very pretend. This betrayal comes into sharper focus when, three weeks before his sixteenth birthday, Josiah is released back into his mother&#x2019;s care after two years in a group home. His mother is about to marry Johnson Davis, and when Josiah, his mother, Johnson Davis, and his daughter Bree Davis&#x2014;a prematurely mature girl with her own history of parental betrayal&#x2014;attempt to live together as an all-American nuclear family, the myths underpinning all of their lives come chaotically and absurdly unspooled. This startling, stylish, hilarious debut novel explores what it means to grow up an alien in your own family and your own life. It&#x2019;s a story about the secret, solitary lives of kids held hostage by the caprices of their caretakers. In Parnucklian for Chocolate, B.H. James has taken the alien heart of family life and made it recognizable and relatable to all&#x2014;extraterrestrial or otherwise.",science_fiction
